id;doi;count;year;issn;title;publisher;discipline;electronic
120165;10.1016/j.euroecorev.2014.01.002;2;2014;0014-2921;Erratum to “Output commitment through product bundling: Experimental evidence” [Eur. Econ. Rev. 65 (2014) 164–180];European Economic Review;bwl;\N
120166;10.1016/j.euroecorev.2017.07.003;18;2017;0014-2921;On the incentive effects of job rotation;European Economic Review;bwl;\N
120167;10.1016/j.euroecorev.2017.06.017;18;2017;0014-2921;Signaling cooperation;European Economic Review;bwl;\N
120168;10.1016/j.euroecorev.2017.07.007;9;2017;0014-2921;On home market effects and firm heterogeneity;European Economic Review;bwl;\N
120169;10.1016/j.euroecorev.2017.07.005;14;2017;0014-2921;Quasi-experimental impact estimates of immigrant labor supply shocks: The role of treatment and comparison group matching and relative skill composition;European Economic Review;bwl;\N
120170;10.1016/j.euroecorev.2017.07.010;14;2017;0014-2921;Market power and heterogeneous pass-through in German electricity retail;European Economic Review;bwl;\N
120171;10.1016/j.euroecorev.2017.06.015;13;2017;0014-2921;US policy spillover(?) – China's accession to the WTO and rising exports to the EU;European Economic Review;bwl;\N
120172;10.1016/j.euroecorev.2015.11.010;42;2016;0014-2921;Exposure to female colleagues breaks the glass ceiling—Evidence from a combined vignette and field experiment;European Economic Review;bwl;\N
120173;10.1016/j.euroecorev.2013.08.001;18;2013;0014-2921;The diffusion of health technologies: Cultural and biological divergence;European Economic Review;bwl;\N
120174;10.1016/j.euroecorev.2013.08.003;20;2013;0014-2921;Democracy as a middle ground: A unified theory of development and political regimes;European Economic Review;bwl;\N
120175;10.1016/j.euroecorev.2013.07.003;19;2013;0014-2921;Equilibrium risk shifting and interest rate in an opaque financial system;European Economic Review;bwl;\N
120176;10.1016/j.euroecorev.2013.07.006;21;2013;0014-2921;Sequential teamwork in competitive environments: Theory and evidence from swimming data;European Economic Review;bwl;\N
120177;10.1016/j.euroecorev.2013.06.006;13;2013;0014-2921;An experiment on supply function competition;European Economic Review;bwl;\N
120178;10.1016/j.euroecorev.2013.06.007;16;2013;0014-2921;Investment rates and the aggregate production function;European Economic Review;bwl;\N
120179;10.1016/j.euroecorev.2013.07.001;34;2013;0014-2921;The history augmented Solow model;European Economic Review;bwl;\N
120180;10.1016/j.euroecorev.2013.07.008;29;2013;0014-2921;On the political economy of high skilled migration and international trade;European Economic Review;bwl;\N
120181;10.1016/j.euroecorev.2013.09.002;25;2013;0014-2921;Minimum participation rules for the provision of public goods;European Economic Review;bwl;\N
120182;10.1016/j.euroecorev.2013.07.012;26;2013;0014-2921;Promises in contract design;European Economic Review;bwl;\N
120183;10.1016/j.euroecorev.2015.08.009;26;2015;0014-2921;A multivariate analysis of forecast disagreement: Confronting models of disagreement with survey data;European Economic Review;bwl;\N
120184;10.1016/j.euroecorev.2010.05.003;5;2011;0014-2921;Contract length heterogeneity and the persistence of monetary shocks in a dynamic generalized Taylor economy;European Economic Review;bwl;\N
120185;10.1016/j.euroecorev.2017.12.002;15;2018;0014-2921;Children's rationality, risk attitudes and field behavior;European Economic Review;bwl;\N
120186;10.1016/j.euroecorev.2012.02.002;26;2012;0014-2921;Evaluating the labor-market effects of compulsory military service;European Economic Review;bwl;\N
120187;10.1016/j.euroecorev.2015.07.004;49;2015;0014-2921;Government ideology in donor and recipient countries: Does ideological proximity matter for the effectiveness of aid?;European Economic Review;bwl;\N
120188;10.1016/j.euroecorev.2014.08.003;27;2014;0014-2921;Younger parties, bigger spenders? Party age and political budget cycles;European Economic Review;bwl;\N
120189;10.1016/j.euroecorev.2018.06.004;4;2018;0014-2921;Credit booms, debt overhang and secular stagnation;European Economic Review;bwl;\N
120190;10.1016/j.euroecorev.2018.04.001;9;2018;0014-2921;Smart-dating in speed-dating: How a simple Search model can explain matching decisions;European Economic Review;bwl;\N
120191;10.1016/j.euroecorev.2018.04.003;12;2018;0014-2921;Language group differences in time preferences: Evidence from primary school children in a bilingual city;European Economic Review;bwl;\N
120192;10.1016/j.euroecorev.2018.04.002;5;2018;0014-2921;Financial frictions and trade intermediation: Theory and evidence;European Economic Review;bwl;\N
120193;10.1016/j.euroecorev.2018.03.013;1;2018;0014-2921;Special Issue on “The Interface between Structural Micro and Macroeconomics”;European Economic Review;bwl;\N
120194;10.1016/j.euroecorev.2017.07.006;23;2017;0014-2921;Inflation and economic growth in a Schumpeterian model with endogenous entry of heterogeneous firms;European Economic Review;bwl;\N
120195;10.1016/j.euroecorev.2015.07.014;33;2015;0014-2921;Business cycle fluctuations and household saving in OECD countries: A panel data analysis;European Economic Review;bwl;\N
120196;10.1016/j.euroecorev.2013.07.007;18;2013;0014-2921;Corporate taxes and intra-firm trade;European Economic Review;bwl;\N
120197;10.1016/j.euroecorev.2013.08.002;28;2014;0014-2921;Effective climate policies in a dynamic North-South model;European Economic Review;bwl;\N
120198;10.1016/j.euroecorev.2013.09.005;99;2013;0014-2921;Beauty is the promise of happiness?;European Economic Review;bwl;\N
120199;10.1016/j.euroecorev.2018.08.001;24;2018;0014-2921;Who cares about social image?;European Economic Review;bwl;\N
120200;10.1016/j.euroecorev.2014.06.001;18;2014;0014-2921;A simple model of the commercial lobbying industry;European Economic Review;bwl;\N
120201;10.1016/j.euroecorev.2014.01.007;33;2014;0014-2921;The trade-off between intra- and intergenerational equity in climate policy;European Economic Review;bwl;\N
120202;10.1016/j.euroecorev.2014.06.012;49;2014;0014-2921;Macroeconomic volatility: The role of the informal economy;European Economic Review;bwl;\N
120203;10.1016/j.euroecorev.2014.06.017;9;2014;0014-2921;The impact of scoring weights on price and quality outcomes: An application to the procurement of Welfare-to-Work contracts;European Economic Review;bwl;\N
120204;10.1016/j.euroecorev.2014.06.014;63;2014;0014-2921;Tax evasion and public expenditures on tax revenue services in an endogenous growth model;European Economic Review;bwl;\N
120205;10.1016/j.euroecorev.2017.06.013;10;2017;0014-2921;Bad Company: Understanding negative peer effects in college achievement;European Economic Review;bwl;\N
120206;10.1016/j.euroecorev.2016.01.008;31;2016;0014-2921;Mobility of knowledge and local innovation activity;European Economic Review;bwl;\N
120207;10.1016/j.euroecorev.2016.02.002;10;2016;0014-2921;Signaling quality with increased incentives;European Economic Review;bwl;\N
120208;10.1016/j.euroecorev.2016.01.004;2;2016;0014-2921;Social motives in intergroup con fl ict : Group identity and perceived;European Economic Review;bwl;\N
120209;10.1016/j.euroecorev.2016.01.002;4;2016;0014-2921;Dynamic adverse selection and the supply size;European Economic Review;bwl;\N
120210;10.1016/j.euroecorev.2015.12.012;17;2016;0014-2921;Nonstandard bidder behavior in real-world auctions;European Economic Review;bwl;\N
120211;10.1016/j.euroecorev.2016.01.011;20;2016;0014-2921;On trust in honesty and volunteering among Europeans: Cross-country evidence on perceptions and behavior;European Economic Review;bwl;\N
120212;10.1016/j.euroecorev.2016.03.001;22;2016;0014-2921;Group size and the (in)efficiency of pure public good provision;European Economic Review;bwl;\N
120213;10.1016/j.euroecorev.2016.02.001;5;2016;0014-2921;Introduction to the special issue on European labor market issues;European Economic Review;bwl;\N
120214;10.1016/j.euroecorev.2011.10.005;12;2012;0014-2921;Pre-announcement and timing: The effects of a government expenditure shock;European Economic Review;bwl;\N
120215;10.1016/j.euroecorev.2011.10.004;5;2012;0014-2921;Resurrecting the weak credibility hypothesis in models of exchange-rate-based stabilization;European Economic Review;bwl;\N
120216;10.1016/j.euroecorev.2012.09.004;26;2012;0014-2921;The impact of TFP growth on the unemployment rate: Does on-the-job training matter?;European Economic Review;bwl;\N
120217;10.1016/j.euroecorev.2014.06.010;19;2014;0014-2921;Unemployment and the coverage extension of collective wage agreements;European Economic Review;bwl;\N
120218;10.1016/j.euroecorev.2015.08.011;45;2015;0014-2921;A shaky business: Natural gas extraction, earthquakes and house prices;European Economic Review;bwl;\N
120219;10.1016/j.euroecorev.2015.01.008;2;2013;0014-2921;The geometry of distributional preferences and a non-parametric identification approach;European Economic Review;bwl;\N
120220;10.1016/j.euroecorev.2017.06.010;8;2017;0014-2921;Property rights, extortion and the misallocation of talent;European Economic Review;bwl;\N
120221;10.1016/j.euroecorev.2017.06.011;45;2017;0014-2921;Response functions;European Economic Review;bwl;\N
120222;10.1016/j.euroecorev.2017.06.005;7;2017;0014-2921;Countercyclical retirement accounts;European Economic Review;bwl;\N
120223;10.1016/j.euroecorev.2017.06.002;2;2017;0014-2921;Competitive tax reforms in a monetary union with endogenous entry and tradability;European Economic Review;bwl;\N
120224;10.1016/j.euroecorev.2017.06.012;16;2017;0014-2921;Competition and incentives;European Economic Review;bwl;\N
120225;10.1016/j.euroecorev.2017.06.003;15;2017;0014-2921;Challenges in climate change economics;European Economic Review;bwl;\N
120226;10.1016/j.euroecorev.2017.06.001;47;2017;0014-2921;The importance of peers for compliance with norms of fair sharing;European Economic Review;bwl;\N
120227;10.1016/j.euroecorev.2017.05.004;9;2017;0014-2921;Liquidity shocks, business cycles and asset prices;European Economic Review;bwl;\N
120228;10.1016/j.euroecorev.2017.06.004;9;2017;0014-2921;Financial intermediaries' instability and euro area macroeconomic dynamics;European Economic Review;bwl;\N
120229;10.1016/j.euroecorev.2013.12.003;22;2014;0014-2921;Multinational firms, acquisitions and job tasks;European Economic Review;bwl;\N
120230;10.1016/j.euroecorev.2013.12.004;11;2014;0014-2921;Bonus pools and the informativeness principle;European Economic Review;bwl;\N
120231;10.1016/j.euroecorev.2013.12.005;16;2014;0014-2921;Asymmetric information and overinvestment in quality;European Economic Review;bwl;\N
120232;10.1016/j.euroecorev.2013.12.006;65;2014;0014-2921;From regressive pollution taxes to progressive environmental tax reforms;European Economic Review;bwl;\N
120233;10.1016/j.euroecorev.2013.11.004;58;2014;0014-2921;Honest on Mondays: Honesty and the temporal separation between decisions and payoffs;European Economic Review;bwl;\N
120234;10.1016/j.euroecorev.2015.07.007;22;2015;0014-2921;An experimental study of persuasion bias and social influence in networks;European Economic Review;bwl;\N
120235;10.1016/j.euroecorev.2010.08.001;34;2011;0014-2921;Endogenous market structures and contract theory: Delegation, principal-agent contracts, screening, franchising and tying;European Economic Review;bwl;\N
120236;10.1016/j.euroecorev.2010.09.005;10;2011;0014-2921;Prize sharing in collective contests;European Economic Review;bwl;\N
120237;10.1016/j.euroecorev.2010.09.003;41;2011;0014-2921;Expected inflation, expected stock returns, and money illusion: What can we learn from survey expectations?;European Economic Review;bwl;\N
120238;10.1016/j.euroecorev.2010.12.009;54;2011;0014-2921;Do credit shocks matter? A global perspective;European Economic Review;bwl;\N
120239;10.1016/j.euroecorev.2017.02.006;11;2017;0014-2921;Multi-product offshoring;European Economic Review;bwl;\N
120240;10.1016/j.euroecorev.2016.07.003;13;2016;0014-2921;Political incentives and state subsidy allocation: Evidence from Hungarian municipalities;European Economic Review;bwl;\N
120241;10.1016/j.euroecorev.2017.12.011;20;2018;0014-2921;Firm-level entry and exit dynamics over the business cycles;European Economic Review;bwl;\N
120242;10.1016/j.euroecorev.2010.09.006;16;2011;0014-2921;Does demographic change matter for growth?;European Economic Review;bwl;\N
120243;10.1016/j.euroecorev.2016.01.012;121;2015;0014-2921;Taxation, corruption, and growth;European Economic Review;bwl;\N
120244;10.1016/j.euroecorev.2014.01.011;19;2014;0014-2921;Education, mobility and the college wage premium;European Economic Review;bwl;\N
120245;10.1016/j.euroecorev.2017.01.006;20;2017;0014-2921;Costly communication and learning from failure in organizational coordination;European Economic Review;bwl;\N
120246;10.1016/j.euroecorev.2017.01.002;19;2017;0014-2921;A paler shade of green: Environmental policy under induced technical change;European Economic Review;bwl;\N
120247;10.1016/j.euroecorev.2017.01.007;1;2017;0014-2921;Cooperation and Authoritarian Norms: An experimental study in China;Working Paper;bwl;\N
120248;10.1016/j.euroecorev.2017.02.001;11;2017;0014-2921;A signaling-based theory of contractual commitment to relationships;European Economic Review;bwl;\N
120249;10.1016/j.euroecorev.2017.02.005;17;2017;0014-2921;Private eradication of mobile public bads;European Economic Review;bwl;\N
120250;10.1016/j.euroecorev.2017.02.002;71;2017;0014-2921;The climate challenge for agriculture and the value of climate services: Application to coffee-farming in Peru;European Economic Review;bwl;\N
120251;10.1016/j.euroecorev.2017.06.009;13;2017;0014-2921;Does everyone use probabilities? The role of cognitive skills;European Economic Review;bwl;\N
120252;10.1016/j.euroecorev.2016.11.010;18;2017;0014-2921;Cash inflow and trading horizon in asset markets;European Economic Review;bwl;\N
120253;10.1016/j.euroecorev.2017.02.003;13;2011;0014-2921;I paid a bribe: Information Sharing and Extortionary Corruption;European Economic Review;bwl;\N
120254;10.1016/s0014-2921(17)30017-x;0;2017;0014-2921;Editorial Board;European Economic Review;bwl;\N
