handle;year;cites;if_;if_5;docs_published;h_index;type;issn1;issn2;type2;year3;scimago_id;sjr;type4;year5;jourqual;type6;year7;bwl;type8;year9;vwl;journal_name
RePEc:taf:raaexx;2017;12;0.14;0.1;28;3;ReDIF-Article;1608-1625;2164-2257;scimago;2018;19300156810;0.209;vhb-jourqual;2015;C;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;Asia-Pacific Journal of Accounting & Economics
RePEc:taf:ragrxx;2017;13;0.12;0.1;30;3;ReDIF-Article;0303-1853;2078-0400;scimago;2018;53958;0.215;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E;Agrekon
RePEc:taf:rajsxx;2017;;null;null;0;;ReDIF-Article;2042-1338;2042-1346;scimago;2018;21100788912;0.168;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;African Journal of Science, Technology, Innovation and Development
RePEc:taf:rapaxx;2017;5;0.09;0.06;24;2;ReDIF-Article;2327-6665;2327-6673;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Asia Pacific Journal of Public Administration
RePEc:taf:rbalxx;2017;;null;null;0;;ReDIF-Article;0162-9778;1751-7877;scimago;2018;20178;0.277;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Baltic Studies
RePEc:taf:rcitxx;2017;;null;null;0;;ReDIF-Article;1368-3500;1747-7603;scimago;2018;28324;1.843;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;;Current Issues in Tourism
RePEc:taf:recgxx;2017;2;0.01;0.01;42;6;ReDIF-Article;1944-8287;0013-0095;scimago;2018;28092;2.915;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;B;Handelsblatt-Ranking VWL;2017;B;Economic Geography
RePEc:taf:recjxx;2017;;null;null;0;;ReDIF-Article;1757-8396;1744-1056;scimago;2018;21100790525;1.326;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;European Competition Journal
RePEc:taf:refcxx;2017;;null;null;0;;ReDIF-Article;0210-2412;2332-0753;scimago;2018;19700175212;0.213;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;Spanish Journal of Finance and Accounting
RePEc:taf:regstd;2017;531;0.71;0.76;167;55;ReDIF-Article;0034-3404;1360-0591;scimago;2018;15143;2.327;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;C;Regional Studies
RePEc:taf:rehdxx;2017;15;0.05;0.22;9;4;ReDIF-Article;2078-0389;2078-0397;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Economic History of Developing Regions
RePEc:taf:repsxx;2017;;null;null;0;;ReDIF-Article;2095-4816;2470-4024;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Economic and Political Studies
RePEc:taf:reroxx;2017;;null;null;0;;ReDIF-Article;1848-9664;1331-677X;scimago;2018;20595;0.425;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E;Economic Research-Ekonomska Istraživanja
RePEc:taf:revape;2017;18;0.02;0.06;53;8;ReDIF-Article;0305-6244;1740-1720;scimago;2018;27938;0.802;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;D;Review of African Political Economy
RePEc:taf:revpoe;2017;58;0.23;0.25;44;17;ReDIF-Article;0953-8259;1465-3982;scimago;2018;24191;0.417;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;D;Review of Political Economy
RePEc:taf:rfiaxx;2017;3;0.02;0.01;38;2;ReDIF-Article;1557-0274;1931-7743;scimago;2018;11600153783;0.288;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;The Review of Faith & International Affairs
RePEc:taf:riadxx;2017;18;0.15;0.2;16;5;ReDIF-Article;2157-930X;;scimago;2018;21100782393;0.564;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Innovation and Development
RePEc:taf:rjapxx;2017;25;0.14;0.12;42;6;ReDIF-Article;1354-7860;1469-9648;scimago;2018;22754;0.249;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;Journal of the Asia Pacific Economy
RePEc:taf:rjbsxx;2017;10;null;0.05;46;2;ReDIF-Article;0886-5655;2159-1229;scimago;2018;21100217205;0.287;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Borderlands Studies
RePEc:taf:rjeaxx;2017;;null;null;0;;ReDIF-Article;1753-1055;1753-1063;scimago;2018;17900156739;0.983;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Eastern African Studies
RePEc:taf:rjouxx;2017;4;0.06;0.04;34;2;ReDIF-Article;1754-9175;1754-9183;scimago;2018;19700201456;0.669;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Urbanism: International Research on Placemaking and Urban Sustainability
RePEc:taf:rjpaxx;2017;27;0.11;0.08;67;6;ReDIF-Article;0194-4363;1939-0130;scimago;2018;13934;1.393;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of the American Planning Association
RePEc:taf:rjusxx;2017;22;0.18;0.19;30;4;ReDIF-Article;1226-5934;2161-6779;scimago;2018;21100229269;0.38;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Urban Sciences
RePEc:taf:rlshxx;2017;;null;null;18;2;ReDIF-Article;0143-3768;;scimago;2018;15923;0.169;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Landscape History
RePEc:taf:rmdjxx;2017;;null;null;0;;ReDIF-Article;1793-8120;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Middle East Development Journal
RePEc:taf:rmobxx;2017;42;0.15;0.22;61;5;ReDIF-Article;1745-0101;1745-011X;scimago;2018;5900153310;1.581;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Mobilities
RePEc:taf:rncrxx;2017;;null;null;0;;ReDIF-Article;1918-6444;1925-2099;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Transnational Corporations Review
RePEc:taf:rpanxx;2017;17;0.06;0.05;85;2;ReDIF-Article;2474-8668;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Performance Analysis in Sport
RePEc:taf:rppexx;2017;4;0.01;0.01;72;2;ReDIF-Article;0266-5433;1466-4518;scimago;2018;16518;0.474;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Planning Perspectives
RePEc:taf:rpsaxx;2017;;null;null;0;;ReDIF-Article;1060-586X;1938-2855;scimago;2018;25654;1.79;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;C;Post-Soviet Affairs
RePEc:taf:rpstxx;2017;48;0.19;0.3;31;6;ReDIF-Article;0032-4728;1477-4747;scimago;2018;27393;1.404;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;D;Population Studies
RePEc:taf:rpsyxx;2017;4;0.03;0.02;46;1;ReDIF-Article;1752-2439;1752-2447;scimago;2018;21100198231;0.676;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Psychosis
RePEc:taf:rptpxx;2017;22;0.12;0.11;54;2;ReDIF-Article;1464-9357;1470-000X;scimago;2018;14685;0.843;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Planning Theory & Practice
RePEc:taf:rpxmxx;2017;;null;null;86;3;ReDIF-Article;1471-9037;1471-9045;scimago;2018;4700152305;1.756;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;;Public Management Review
RePEc:taf:rripxx;2017;76;0.3;0.34;43;7;ReDIF-Article;0969-2290;1466-4526;scimago;2018;26261;1.935;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;C;Review of International Political Economy
RePEc:taf:rrpaxx;2017;3;0.02;0.02;25;3;ReDIF-Article;1229-4659;2331-7795;scimago;2018;11700154729;0.221;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Review of Public Administration
RePEc:taf:rsocec;2017;26;0.13;0.18;27;13;ReDIF-Article;0034-6764;1470-1162;scimago;2018;24228;0.441;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;Review of Social Economy
RePEc:taf:rsocxx;2017;10;0.03;0.08;28;3;ReDIF-Article;2158-2041;2158-205X;scimago;2018;20600195519;0.223;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Contemporary Social Science
RePEc:taf:rsrsxx;2017;;null;null;0;;ReDIF-Article;2168-1376;;scimago;2018;21100463803;0.506;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Regional Studies, Regional Science
RePEc:taf:rurpxx;2017;3;0.05;0.03;32;1;ReDIF-Article;1753-5069;1753-5077;scimago;2018;19700201157;0.96;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Urban Research & Practice
RePEc:taf:rwinxx;2017;36;0.1;0.13;70;4;ReDIF-Article;0250-8060;1941-1707;scimago;2018;18773;0.701;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Water International
RePEc:taf:seaccj;2017;16;0.12;0.08;35;3;ReDIF-Article;0969-160X;2156-2245;scimago;2018;21100381232;0.349;vhb-jourqual;2015;C;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;Social and Environmental Accountability Journal
RePEc:taf:sehrxx;2017;12;0.14;0.13;29;4;ReDIF-Article;0358-5522;1750-2837;scimago;2018;29461;0.561;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;D;Scandinavian Economic History Review
RePEc:taf:servic;2017;83;0.21;0.26;52;17;ReDIF-Article;0264-2069;1743-9507;scimago;2018;24928;0.563;vhb-jourqual;2015;C;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;The Service Industries Journal
RePEc:taf:specan;2017;79;0.4;0.63;27;19;ReDIF-Article;1742-1772;1742-1780;scimago;2018;7100153133;0.68;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;D;Spatial Economic Analysis
RePEc:taf:tbitxx;2017;;null;null;0;;ReDIF-Article;0144-929X;1362-3001;scimago;2018;12125;0.555;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;;Behaviour and Information Technology
RePEc:taf:tcpoxx;2017;166;0.4;0.58;80;24;ReDIF-Article;1469-3062;1752-7457;scimago;2018;22524;2.012;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;C;Climate Policy
RePEc:taf:teepxx;2017;26;0.21;0.36;28;4;ReDIF-Article;2160-6544;2160-6552;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Environmental Economics and Policy
RePEc:taf:thssxx;2017;;null;null;0;;ReDIF-Article;2047-6965;2047-6973;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;F;Handelsblatt-Ranking VWL;2017;;Health Systems
RePEc:taf:titdxx;2017;29;0.08;0.24;36;6;ReDIF-Article;0268-1102;1554-0170;scimago;2018;14789;0.559;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;Information Technology for Development
RePEc:taf:tjbaxx;2017;;null;null;0;;ReDIF-Article;2573-234X;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Business Analytics
RePEc:taf:tjisxx;2017;;null;null;0;;ReDIF-Article;0960-085X;1476-9344;scimago;2018;15074;2.036;vhb-jourqual;2015;A;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;;European Journal of Information Systems
RePEc:taf:tjmaxx;2017;;null;null;0;;ReDIF-Article;2327-0012;2327-0039;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Management Analytics
RePEc:taf:tjomxx;2017;13;0.02;0.03;117;2;ReDIF-Article;1744-5647;;scimago;2018;19900193635;0.724;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Maps
RePEc:taf:tjorxx;2017;;null;null;0;;ReDIF-Article;0160-5682;1476-9360;scimago;2018;22236;0.819;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;;Journal of the Operational Research Society
RePEc:taf:tjrtxx;2017;6;0.03;0.1;13;2;ReDIF-Article;2324-8378;2324-8386;scimago;2018;21100456187;1.098;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Rail Transportation
RePEc:taf:tjsmxx;2017;;null;null;0;;ReDIF-Article;1747-7778;1747-7786;scimago;2018;10900153307;0.528;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;Journal of Simulation
RePEc:taf:tjuexx;2017;;null;null;0;;ReDIF-Article;1946-3138;1946-3146;scimago;2018;21100208039;0.49;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Urban Sustainable Development
RePEc:taf:tkmrxx;2017;;null;null;0;;ReDIF-Article;1477-8238;1477-8246;scimago;2018;4700152908;0.396;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;Knowledge Management Research & Practice
RePEc:taf:tprsxx;2017;104;0.12;0.12;444;5;ReDIF-Article;0020-7543;1366-588X;scimago;2018;27656;1.585;vhb-jourqual;2015;B;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;;International Journal of Production Research
RePEc:taf:transp;2017;42;0.1;0.19;55;11;ReDIF-Article;0308-1060;1026-7840;scimago;2018;20871;0.442;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Transportation Planning and Technology
RePEc:taf:transr;2017;152;0.47;0.71;53;21;ReDIF-Article;0144-1647;1464-5327;scimago;2018;98982;2.138;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;;Transport Reviews
RePEc:taf:tsysxx;2017;58;0.04;0.05;316;5;ReDIF-Article;0020-7721;1464-5319;scimago;2018;12419;0.767;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;;International Journal of Systems Science
RePEc:taf:uaajxx;2017;6;0.04;0.05;35;7;ReDIF-Article;2325-0453;1092-0277;scimago;2018;19600157009;0.494;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;D;North American Actuarial Journal
RePEc:taf:uiiexx;2017;45;0.07;0.1;85;6;ReDIF-Article;2472-5854;2472-5862;scimago;2018;21100794597;1.383;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;C;Handelsblatt-Ranking VWL;2017;;IISE Transactions
RePEc:taf:uitjxx;2017;19;0.16;0.16;30;4;ReDIF-Article;0885-3908;1521-0545;scimago;2018;28854;0.238;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;The International Trade Journal
RePEc:taf:uteexx;2017;1;null;0.01;23;2;ReDIF-Article;0013-791X;1547-2701;scimago;2018;29064;0.365;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;The Engineering Economist
RePEc:taf:veecee;2017;47;0.17;0.53;19;16;ReDIF-Article;1369-1066;1464-5343;scimago;2018;17914;0.665;vhb-jourqual;2015;C;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;D;Venture Capital
RePEc:taf:vhimxx;2017;24;0.17;0.33;17;5;ReDIF-Article;0161-5440;1940-1906;scimago;2018;19327;0.397;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Historical Methods: A Journal of Quantitative and Interdisciplinary History
RePEc:taf:vjerxx;2017;4;null;0.02;66;2;ReDIF-Article;0022-0671;1940-0675;scimago;2018;12809;0.601;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;The Journal of Educational Research
RePEc:taf:wjabxx;2017;110;0.79;1.43;24;15;ReDIF-Article;1522-8916;1522-9076;scimago;2018;23817;0.623;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E;Journal of African Business
RePEc:tei:journl;2017;21;0.12;0.19;29;7;ReDIF-Article;2408-0101;2408-0098;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;International Journal of Business and Economic Sciences Applied Research (IJBESAR)
RePEc:the:publsh;2017;280;1.92;1.97;41;28;ReDIF-Article;1555-7561;1933-6837;scimago;2018;6400153126;7.086;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;A;Handelsblatt-Ranking VWL;2017;A;Theoretical Economics
RePEc:tig:journl;2017;;null;null;0;1;ReDIF-Article;2285-8814;2285-8067;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Academica Science Journal, Economica Series
RePEc:tjm:journl;2017;;null;null;5;;ReDIF-Article;2458-9748;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Turkish Journal of Marketing
RePEc:tkp:ijsrsy;2017;2;0.25;0.05;0;2;ReDIF-Article;2083-0025;2449-8475;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;International Journal of Synergy and Research
RePEc:tou:journl;2017;31;0.05;0.3;14;10;ReDIF-Article;1267-5059;2117-0843;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Region et Developpement
RePEc:tpe:jtecpo;2017;85;0.74;0.71;0;28;ReDIF-Article;0022-5258;1754-5951;scimago;2018;18900;0.674;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;D;Journal of Transport Economics and Policy
RePEc:tpr:adbadr;2017;46;0.41;0.78;24;6;ReDIF-Article;0116-1105;1996-7241;scimago;2018;13499;0.25;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;E;Asian Development Review
RePEc:tpr:amjhec;2017;42;0.88;0.88;22;4;ReDIF-Article;2332-3493;2332-3507;scimago;2018;21100829907;1.463;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;American Journal of Health Economics
RePEc:tpr:asiaec;2017;49;0.43;0.52;26;14;ReDIF-Article;1535-3516;1536-0083;scimago;2018;19200156956;0.485;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;Asian Economic Papers
RePEc:tpr:edfpol;2017;54;0.54;0.53;22;16;ReDIF-Article;1557-3060;1557-3079;scimago;2018;21100199107;3.308;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;C;Education Finance and Policy
RePEc:tpr:glenvp;2017;81;0.31;0.36;45;16;ReDIF-Article;1526-3800;1536-0091;scimago;2018;4900152303;2.023;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;C;Global Environmental Politics
RePEc:tpr:inntgg;2017;12;0.07;0.09;9;8;ReDIF-Article;1558-2477;1558-2485;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Innovations: Technology, Governance, Globalization
RePEc:tpr:itintd;2017;;null;null;0;4;ReDIF-Article;1544-7529;1544-7537;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Information Technologies and International Development
RePEc:tra:jlabre;2017;;null;null;0;13;ReDIF-Article;0195-3613;1936-4768;scimago;2018;20247;0.277;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;E;Journal of Labor Research
RePEc:trp:01jefa;2017;;null;null;10;2;ReDIF-Article;2521-6627;2521-6619;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Economics and Financial Analysis
RePEc:tuk:qipqip;2017;3;0.11;0.04;0;2;ReDIF-Article;1335-1745;1338-984X;scimago;2018;21100220151;0.237;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Quality Innovation Prosperity
RePEc:udp:journl;2017;;null;null;8;1;ReDIF-Article;2078-9424;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Journal of Business, Universidad del Pacífico (Lima, Perú)
RePEc:uje:journl;2017;2;0.01;null;31;1;ReDIF-Article;1810-3944;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Ukrainian Journal Ekonomist
RePEc:ula:econom;2017;;null;null;11;1;ReDIF-Article;1315-2467;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Economía
RePEc:uns:esteco;2017;1;null;0.02;8;1;ReDIF-Article;0425-368X;2525-1295;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Estudios Economicos
RePEc:urn:urnste;2017;2;null;0.02;0;1;ReDIF-Article;2067-9785;2457-5720;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;HOLISTICA Journal of Business and Public Administration
RePEc:vaj:journl;2017;1;null;0.02;9;1;ReDIF-Article;1842-3787;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;The Valuation Journal
RePEc:vra:journl;2017;1;0.02;0.01;62;1;ReDIF-Article;1314-7390;2603-4085;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Izvestia Journal of the Union of Scientists - Varna. Economic Sciences Series
RePEc:vul:omefvu;2017;1;null;0.02;21;2;ReDIF-Article;2029-4581;2345-0037;scimago;2018;21100787535;0.11;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Organizations and Markets in Emerging Economies
RePEc:wea:econth;2017;11;0.24;0.21;10;3;ReDIF-Article;2049-3509;2055-6314;scimago;2018;21100840135;0.126;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;Economic Thought
RePEc:wea:worler;2017;12;0.33;0.24;5;5;ReDIF-Article;2049-3517;;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;World Economic Review
RePEc:wfo:monber;2017;10;0.04;0.03;86;8;ReDIF-Article;0029-9898;1605-4695;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;F;WIFO Monatsberichte (monthly reports)
RePEc:wly:accper;2017;;null;null;15;2;ReDIF-Article;1911-3838;1911-382X;scimago;2018;14000156207;0.325;vhb-jourqual;2015;C;Handelsblatt-Ranking BWL;2018;E;Handelsblatt-Ranking VWL;2017;;Accounting Perspectives
RePEc:wly:agribz;2017;94;0.49;0.51;39;23;ReDIF-Article;0742-4477;1520-6297;scimago;2018;18700156722;0.646;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;D;Agribusiness
RePEc:wly:apsmbi;2017;1;0.01;null;62;2;ReDIF-Article;1526-4025;1524-1904;scimago;2018;25195;1.019;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;D;Handelsblatt-Ranking VWL;2017;;Applied Stochastic Models in Business and Industry
RePEc:wly:apsmda;2017;;null;null;0;2;ReDIF-Article;1099-0747;8755-0024;scimago;2018;;;vhb-jourqual;2015;;Handelsblatt-Ranking BWL;2018;;Handelsblatt-Ranking VWL;2017;;Applied Stochastic Models and Data Analysis
RePEc:wly:coacre;2017;22;0.04;0.08;74;13;ReDIF-Article;1911-3846;0823-9150;scimago;2018;29113;2.895;vhb-jourqual;2015;A;Handelsblatt-Ranking BWL;2018;B;Handelsblatt-Ranking VWL;2017;B;Contemporary Accounting Research
